"id","country","district","county","address","postalCode","phone","in","fi","fs","pk","lat","long","fap"
883185316274,"ES","A CORUÑA","FENE","RÚA ÁNCORAS, S/N","15500","881043291","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",43.449924126118,-8.174476067984,"30/11/2020"
883185316634,"ES","A CORUÑA","FERROL","RÚA ESPAÑOLETO, 1","15403","881006023","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",43.484979805568,-8.227687512072,"07/11/2022"
883185316208,"ES","A CORUÑA","FERROL","SAN PEDRO DE LEIXA, S/N","15405","922441036","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",43.508357492715,-8.216600057256,"12/12/2019"
883185314724,"ES","A CORUÑA","NARÓN","AVDA. DO MAR, S/N","15570","981389209","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",43.49006,-8.197613526459,"22/10/2009"
883185313292,"ES","A CORUÑA","NOIA","C/ PEDRA SARTAÑA, 4","15200","981823790","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",42.7862,-8.8905,"11/10/2007"
883185315510,"ES","A CORUÑA","OLEIROS","AVDA. DAS MARIÑAS, 283","15179","981303300","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",43.326507073892,-8.36428361475,"07/11/2013"
883185313758,"ES","A CORUÑA","OLEIROS","AVDA. RAMÓN NÚÑEZ MONTERO, 52","15173","981610034","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",43.333266548207,-8.305894812164,"06/04/2006"
883185313248,"ES","A CORUÑA","RIBEIRA","XOHANA TORRES, 12","15960","981870876","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",42.553711052012,-8.996643354492,"03/11/2005"
883185315308,"ES","A CORUÑA","SANTIAGO DE COMPOSTELA","RÚA CASTELA E LEÓN, 4","15707","981308901","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",42.901465570415,-8.507814825474,"21/11/2012"
883185314096,"ES","A CORUÑA","SANTIAGO DE COMPOSTELA","RÚA MARIA CASARES, 5","15706","981523615","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",42.869188889133,-8.558467979582,"28/08/2008"
883185316026,"ES","ALACANT","ALACANT/ALICANTE","AVDA. ANTONIO RAMOS CARRATALÁ, 175","03015","965555899","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.369852518406,-0.476685744844,"02/12/2019"
883185312530,"ES","ALACANT","ALACANT/ALICANTE","AVDA. DE LA CONDOMINA, S/N","03016","965157133","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.363601670374,-0.431735160713,"21/12/2000"
883185314094,"ES","ALACANT","ALACANT/ALICANTE","AVDA. DR. JIMÉNEZ DÍAZ, 17","03005","965985714","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.353512210775,-0.503403933868,"15/12/2008"
883185316304,"ES","ALACANT","ALACANT/ALICANTE","AVDA. LA ESTACIÓN, 12","03008","965129231","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.345762439582,-0.49386907368,"04/10/2021"
883185314384,"ES","ALACANT","ALACANT/ALICANTE","AVDA. LAS NACIONES, 4","03016","965162350","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.366505236044,-0.419162507935,"01/10/2007"
883185312338,"ES","ALACANT","ALACANT/ALICANTE","AVDA. ORIHUELA, 21","03007","965100980","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.344433201622,-0.508649271164,"05/08/1993"
883185312226,"ES","ALACANT","ALACANT/ALICANTE","C/ ALONSO CANO, S/N - C/RODRIGO CARO, 13","03012","965251795","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","N",38.361651587423,-0.480182215939,"11/07/1989"
883185312642,"ES","ALACANT","ALACANT/ALICANTE","C/ BUENOS AIRES, 9 - C/ CERDÁ, 38","03009","965259363","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.361401821046,-0.493633526459,"09/05/2000"
883185312410,"ES","ALACANT","ALACANT/ALICANTE","C/ CAJA DE AHORROS, S/N","03016","965159258","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.36918,-0.442453499336,"16/12/2004"
883185312060,"ES","ALACANT","ALACANT/ALICANTE","C/ CALDERON DE LA BARCA, 39","03004","965209896","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","N",38.350431000663,-0.486130669975,"02/10/1985"
883185312282,"ES","ALACANT","ALACANT/ALICANTE","C/ CATEDRÁTICO SOLER, 40","03007","965287068","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.33969475462,-0.499794953546,"26/02/1991"
883185312058,"ES","ALACANT","ALACANT/ALICANTE","C/ DR. AYELA, 7","03013","965204999","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.355523579494,-0.478568338623,"10/09/1985"
883185312302,"ES","ALACANT","ALACANT/ALICANTE","C/ DR. RICO, 5 - C/ ALBACETE, 28","03005","965921808","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.351860069752,-0.497564635582,"24/03/1992"
883185316234,"ES","ALACANT","ALACANT/ALICANTE","C/ LOS CINCUENTA, 46","03008","965938496","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.330080388772,-0.513235518316,"15/11/2021"
883185312080,"ES","ALACANT","ALACANT/ALICANTE","C/ REYES CATÓLICOS, 51","03003","965925906","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.34148579254,-0.492112478504,"02/10/1987"
883185316538,"ES","ALACANT","ALACANT/ALICANTE","C/ ROSELLÓ, 5","03010","965555413","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.360536,-0.490168,"07/11/2022"
883185314924,"ES","ALACANT","ALACANT/ALICANTE","C/ RÍO MUNI, 8","03007","965105560","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.34322,-0.51763,"11/04/2011"
883185312062,"ES","ALACANT","ALACANT/ALICANTE","C/ ÁLVAREZ SEREIX, 5","03001","965215894","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","N",38.345497771186,-0.489236500664,"23/07/1985"
883185313150,"ES","ALACANT","ALBATERA","AVDA. HONDO DE LOS FRAILES, S/N","03340","965486512","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.183667732891,-0.870841727509,"23/10/2001"
883185315102,"ES","ALACANT","ALCOI/ALCOY","AVDA. DE LA HISPANIDAD, 36","03804","965594200","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.709907433965,-0.462494024467,"30/04/2012"
883185316238,"ES","ALACANT","ALCOI/ALCOY","C/ ALICANTE, 83","03801","965366422","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.684496791576,-0.471868950787,"14/12/2020"
883185312064,"ES","ALACANT","ALCOI/ALCOY","C/ SANTA ROSA, 7","03802","965330648","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.697685065548,-0.483752507935,"08/07/1986"
883185315598,"ES","ALACANT","ALMORADÍ","AVDA. COMUNIDAD EUROPEA, S/N","03160","965595151","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.10075,-0.80022,"03/03/2014"
883185312806,"ES","ALACANT","ALTEA","C/ L'ESTATUT, S/N","03590","966881438","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.603731351943,-0.04781358532,"29/06/2006"
883185316296,"ES","ALACANT","ASPE","AVDA. ALCALDE CARLOS CARBONELL, 67","03680","965555696","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.350817109658,-0.770933591402,"22/11/2021"
883185311986,"ES","ALACANT","BENIDORM","C/ INVIERNO, 11","03501","965860396","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.541504895282,-0.128032127647,"29/06/1984"
883185314136,"ES","ALACANT","BENIDORM","C/ MERCADO, S/N","03501","965859800","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.537059372541,-0.131411837959,"08/06/2007"
883185312972,"ES","ALACANT","BENIDORM","C/ SECRETARIO JUAN ANTONIO BALDOVI, 9","03502","965865386","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.53194,-0.16605,"08/07/2004"
883185313368,"ES","ALACANT","BENIJOFAR","C/ VALENCIA, S/N","03178","966713008","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.068311217592,-0.734128660049,"12/11/2010"
883185316036,"ES","ALACANT","BENISSA","AVDA. EUROPA, 3 - AVDA. MADRID","03720","965594139","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.717405685536,0.058991921426,"25/11/2019"
883185316608,"ES","ALACANT","CALLOSA DE SEGURA","C/ CANÓNIGO MANUEL CAYUELAS BALLESTA, 1","03360","966130154","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.127535320573,-0.874153598009,"05/12/2022"
883185313392,"ES","ALACANT","CALP","AVDA. JUAN CARLOS I, S/N - C/ JAIME I","03710","965875556","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.65000701172,0.071846956742,"27/07/2006"
883185312102,"ES","ALACANT","CALP","PUERTO DE SANTA MARÍA, S/N","03710","965832183","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.646288655787,0.045506763229,"01/12/1987"
883185316378,"ES","ALACANT","CASTALLA","CTRA. DE ALICANTE, S/N","03420","965555697","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.591682784074,-0.66563895687,"04/10/2021"
883185312778,"ES","ALACANT","COCENTAINA","PASSEIG DEL COMTAT, 11 - C/ COLÓN, 8","03820","965593610","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.742034895446,-0.439934694443,"23/05/2000"
883185315046,"ES","ALACANT","CREVILLENT","PASEO DE ELX, 14","03330","965555300","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.2486,-0.79853,"25/06/2012"
883185312638,"ES","ALACANT","DENIA","AVDA. MIGUEL HERNÁNDEZ, 23","03700","965784586","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.843702486178,0.103404173446,"19/12/2001"
883185312030,"ES","ALACANT","DENIA","C/ PINTOR VICTORIA, 2","03700","965781834","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.841447580417,0.109558583649,"07/06/1982"
883185312108,"ES","ALACANT","DENIA","PASEO SALADAR, 12 - AVDA. JUAN CHABAS","03700","965780164","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.835398820207,0.104281371689,"16/12/1988"
883185313612,"ES","ALACANT","EL CAMPELLÓ","AVDA. FABRAQUER, 66","03560","965650444","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.397998770707,-0.413391923943,"28/02/2007"
883185311452,"ES","ALACANT","EL CAMPELLÓ","AVDA. GERMANÍAS, 24","03560","965630656","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.430621902548,-0.394775509262,"15/07/2003"
883185312310,"ES","ALACANT","EL CAMPELLÓ","C/ SAN BARTOLOMÉ, 35","03560","965632795","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.424548030549,-0.392299531422,"08/04/1995"
883185316388,"ES","ALACANT","ELDA","CAMILO JOSÉ CELA, 16","03600","965938495","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.470753516836,-0.799651439673,"13/12/2021"
883185316214,"ES","ALACANT","ELX/ELCHE","AVDA. ALICANTE, S/N","03202","965366421","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.273687640453,-0.668232618433,"14/12/2020"
883185312328,"ES","ALACANT","ELX/ELCHE","AVDA. JUAN CARLOS I, 67","03202","965459142","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.267667295797,-0.690165857811,"01/09/1994"
883185313678,"ES","ALACANT","ELX/ELCHE","AVDA.CORTES VALENCIANAS, S/N","03205","965436450","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.272347429005,-0.717490934849,"05/06/2009"
883185311424,"ES","ALACANT","ELX/ELCHE","C/ ANTONIO BROTONS PASTOR, 99","03205","965432709","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.267862578136,-0.715318834324,"25/05/2004"
883185311774,"ES","ALACANT","ELX/ELCHE","C/ ARQUITECTE BOIX MATARREDONA, S/N","03202","965429161","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.275801173571,-0.676414576721,"01/06/2004"
883185312056,"ES","ALACANT","ELX/ELCHE","C/ CRISTÓBAL SANZ, 7","03201","965461880","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","N",38.265907964054,-0.703944665012,"06/11/1985"
883185313578,"ES","ALACANT","ELX/ELCHE","C/ INCA, S/N","03206","965436379","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.27983030104,-0.713239474869,"17/03/2008"
883185312076,"ES","ALACANT","ELX/ELCHE","C/ OLEGARIO DOMARCO SELLER, 93","03206","966672768","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.271152076921,-0.708050760574,"04/10/1988"
883185312488,"ES","ALACANT","ELX/ELCHE","C/ PEDRO JUAN PERPIÑÁ, S/N","03204","966640438","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.259371689022,-0.707748949738,"05/08/1997"
883185315914,"ES","ALACANT","FINESTRAT","AVDA. PAÍS VALENCIÀ, S/N","03509","965595369","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.536941323303,-0.178751327647,"23/01/2017"
883185312286,"ES","ALACANT","GUARDAMAR DEL SEGURA","C/ MEDITERRÁNEO, 14","03140","965728322","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.083532997628,-0.653144287033,"11/06/1991"
883185311460,"ES","ALACANT","IBI","PLAZA CENTENARI DEL JOGUET, S/N","03440","966550709","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.624629602279,-0.573294662704,"28/06/2005"
883185311516,"ES","ALACANT","L'ALFAS DEL PÍ","CAMÍ VELL D'ALTEA, 47","03580","966866143","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.572126964969,-0.075663031912,"18/06/2002"
883185313500,"ES","ALACANT","LA NUCIA","AVDA. DE LA MARINA BAIXA, 94","03530","965870342","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.608662069717,-0.128001516533,"11/08/2005"
883185311956,"ES","ALACANT","LA NUCIA","CTRA. BENIDORM-LA NUCIA, S/N-PZA.DEL SOL","03530","966873396","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.577561118634,-0.129998979168,"23/03/2004"
883185312578,"ES","ALACANT","MONÒVER/MONÓVAR","C/ DIVINA PASTORA, S/N","03640","965472841","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.43433532998,-0.839113499336,"17/12/1998"
883185311644,"ES","ALACANT","MURO DE ALCOY","AVDA. VALENCIA, 41 - AVDA. ALICANTE, 10","03830","966516066","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.781564181776,-0.443429300594,"21/04/2005"
883185314012,"ES","ALACANT","MUTXAMEL","C/ OSSA MENOR, 2","03110","965950370","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.40221547435,-0.473087084656,"08/06/2006"
883185313640,"ES","ALACANT","MUTXAMEL","GRAN VÍA DE VALENCIA, S/N","03110","965953456","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.418840629513,-0.444494460731,"06/04/2006"
883185316308,"ES","ALACANT","NOVELDA","AVDA. PÉREZ GALDÓS, 1","03660","965366424","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.387193444955,-0.757200998672,"14/12/2020"
883185313264,"ES","ALACANT","ONDARA","C/ DOCTOR BARRAQUER, S/N","03760","966476995","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.828933324899,0.016348234163,"14/07/2006"
883185316278,"ES","ALACANT","ORIHUELA","AVDA. OBISPO VICTORINO OLIVER, 2","03300","965364360","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.086827456033,-0.952093354353,"11/06/2020"
883185312432,"ES","ALACANT","ORIHUELA","C/ DUQUE DE TAMAMES, 36","03300","966744604","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","N",38.08202446722,-0.942299756387,"29/06/1995"
883185312136,"ES","ALACANT","ORIHUELA","C/ PINTOR AGRASOT, 65","03300","966740528","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.086676222264,-0.941005509262,"04/11/1988"
883185311788,"ES","ALACANT","ORIHUELA","CTRA. DEHESA CAMPOAMOR, S/N","03189","966774703","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",37.933214418508,-0.768212857637,"24/10/2003"
883185312284,"ES","ALACANT","ORIHUELA","CTRA. N-332 ALICANTE-CARTAGENA KM. 6","03300","966760595","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",37.931611569672,-0.726043146172,"25/06/1991"
883185314210,"ES","ALACANT","ORIHUELA","CTRA.VILLAMARTÍN, S/N (C.C. LOS DOLZES)","03300","966760447","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",37.927001407713,-0.734009359455,"28/06/2007"
883185314634,"ES","ALACANT","PEGO","AVDA. ALCALDE FERNANDO ALEMANY, S/N","03780","965570238","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.846669207391,-0.117149241734,"05/12/2008"
883185311480,"ES","ALACANT","PETRER","AVDA. DE MADRID, 20 - C/ PORTAL, S/N","03610","966952479","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.475727590341,-0.782554169312,"06/04/2004"
883185312104,"ES","ALACANT","PETRER","AVDA. DEL MEDITERRÁNEO, S/N","03610","965377981","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.467479030407,-0.786879619713,"18/12/1990"
883185312572,"ES","ALACANT","PETRER","C/ JULIO ROMÁN, 9","03610","966951818","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.480781813553,-0.780601224537,"05/11/1998"
883185314712,"ES","ALACANT","PILAR DE LA HORADADA","AVDA.DE LA TORRE, S/N","03190","965351300","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",37.866212596918,-0.781603558197,"08/06/2009"
883185311484,"ES","ALACANT","POBLE NOU DE BENITATXELL, EL","CTRA. DE MORAIRA-TEULADA, S/N","03726","966495182","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.716713949142,0.140789067459,"14/07/2008"
883185311590,"ES","ALACANT","SAN FULGENCIO","C/ MAR ADRIATICO, S/N","03177","965728426","C##C####","C#1500#C####","15/01/23-C#16/01/23-FM#17/01/23-C#22/01/23-C#29/01/23-C","S",38.116522696825,-0.657117492065,"18/10/2005"
883185314726,"ES","ALACANT","SANT JOAN D'ALACANT","AVDA. DE BENIDORM, 25","03550","965940603","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.391598619596,-0.436744721565,"16/11/2009"
883185312882,"ES","ALACANT","SANT VICENT DEL RASPEIG","C/ ALICANTE, 21 - C/ PELAYO, 12","03690","965672557","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.394256831826,-0.519427316637,"05/07/2002"
883185314328,"ES","ALACANT","SANT VICENT DEL RASPEIG","C/ LA HUERTA (C.C. LA ALMAZARA)","03690","965224510","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.39961682824,-0.518090846558,"13/04/2012"
883185316444,"ES","ALACANT","SANT VICENT DEL RASPEIG","C/ PERÚ, S/N","03690","965129233","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.391381135032,-0.513667074413,"18/10/2021"
883185313502,"ES","ALACANT","SANTA POLA","AV. DE FINLANDIA, S/N (C.C.GRAN ALACANT)","03130","966699546","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.233596655578,-0.550123236771,"01/06/2005"
883185314174,"ES","ALACANT","SANTA POLA","C/ AVDA. MARIBEL LOPEZ PEREZ-OJEDA, S/N","03130","965414766","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.191631938456,-0.546303033066,"24/04/2007"
883185312170,"ES","ALACANT","SANTA POLA","C/ ELCHE, 62","03130","965416928","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.19534961437,-0.558634431877,"22/03/1989"
883185313306,"ES","ALACANT","TORREVIEJA","AV.ORIHUELA, S/N - AV.ÁNGEL GARCÍA ROGEL","03186","966798749","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",37.964429979326,-0.730678134918,"21/06/2010"
883185312294,"ES","ALACANT","TORREVIEJA","AVDA. DE LAS CORTES VALENCIANAS, S/N","03183","966922111","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",38.00067,-0.67116,"07/04/1995"
883185316156,"ES","ALACANT","TORREVIEJA","AVDA. ROSA MANZÓN VALERO, S/N","03184","965364900","C######","C######","15/01/23-C#22/01/23-C#29/01/23-C#05/02/23-C#12/02/23-C","S",37.989334152206,-0.686316464062,"11/06/2020"
